year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc2,s_adj_supply_fcc3,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2017,576,551,Swift,7.7594044e-23,.64112854,.10902555,.40239957,3.0329807e-24,.1297034,91.244133,301.80856,376.47479,95.213951,2.758388,.12931427,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,29,43,31,81,30,81,48,20,57,81,83,80,62.764259,63,63,17,20,41,46,13
2018,576,551,Swift,6.9132097e-23,.76339173,.27874792,.37128833,3.0329807e-24,.11335548,103.46728,154.6149,152.64053,22.593172,1.2583784,.25156063,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,8,9,32,81,33,81,22,28,6,31,78,55,48.636673,49,49,37,15,41,47,12
2012,1585,1188,Todd,0,.35014322,2.7148455e-09,.24533205,0,.10481117,80.050537,414.60165,,33.900795,,.58091456,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,82,78,81,44,19,44,50,2,76,,21,,70.0662,70,70,0,30,57,36,7
2013,1585,1188,Todd,.00026537079,.36550456,.0017740836,.28858477,.00014440123,.075145699,90.540031,163.86084,167.38066,15.816973,1.5570679,.076107569,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,84,76,73,43,34,45,62,7,44,27,27,41,78.955177,79,79,0,21,56,37,7
2014,1585,1188,Todd,.0067310603,.36502096,.0026611194,.25257567,.0028055094,.10978419,83.665581,159.04063,163.25497,15.040587,1.5531271,.035829406,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,87,77,80,52,36,53,69,4,26,29,52,52,69.194832,69,69,1,30,51,40,10
2015,1585,1188,Todd,.021690035,.42901075,.044830728,.24457502,.015266078,.139605,86.079575,155.33586,123.58161,13.978824,1.1097546,.083214805,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,83,66,77,52,22,54,59,5,24,7,50,13,57.009068,57,57,10,33,49,41,10
2016,1585,1188,Todd,.041201103,.43985045,.033903532,.2723543,.034151785,.13359264,103.70325,265.46716,192.0407,20.747599,1.5902957,.025003379,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,76,69,66,51,27,55,66,28,67,50,48,63,61.919746,62,62,8,30,46,43,11
2017,1585,1188,Todd,.094113842,.42022854,.040672276,.23882265,.065187462,.14073361,89.103241,343.87015,195.03531,33.789032,1.7049844,.10632295,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,79,66,70,43,26,48,55,16,66,56,53,72,56.831612,57,57,10,33,41,46,13
2018,1585,1188,Todd,.082546465,.40899661,.014914579,.2747581,.044160243,.11932395,96.523186,189.54628,134.08067,13.920355,1.1258003,.098031133,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,78,72,58,49,31,50,55,16,31,16,51,37,67.178574,67,67,4,29,41,47,12
2012,467,393,Traverse,0,.82693708,0,.6084497,0,.21848738,95.107063,549.85657,,193.45331,,1.0755804,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,10,83.5,16,44,5,44,6,16,80,,79,,73.57872,74,74,0,26,57,36,7
2013,467,393,Traverse,0,1.0455846,0,.82709724,0,.21848738,104.95422,225.24074,203.87093,56.048618,1.8011022,.44460034,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,3,83.5,1,70.5,5,70.5,8,29,74,43,82,56,79.103806,79,79,0,21,56,37,7
2014,467,393,Traverse,0,1.1406966,0,.66932416,0,.47137251,86.920517,220.54076,207.43077,11.112698,1.9095042,.59269446,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,2,83.5,9,76.5,3,76.5,3,7,72,51,26,71,58.676788,59,59,0,41,51,40,10
2015,467,393,Traverse,0,.80948305,0,.55659795,0,.25288513,87.1576,217.31558,217.31558,11.174042,1.8989724,.366146,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,10,82.5,18,79.5,5,79.5,17,6,70,69,30,80,68.759674,69,69,0,31,49,41,10
2016,467,393,Traverse,0,.80017221,0,.54728711,0,.25288513,85.289383,275.39227,,22.31214,,.3763634,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,10,82,12,84,4,84,10,8,69,,52,,68.396164,68,68,0,32,46,43,11
2017,467,393,Traverse,0,.79609215,0,.54320699,0,.25288513,86.200508,395.37631,,29.887316,,.29815722,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,8,82,5,85,4,85,17,9,70,,49,,68.234184,68,68,0,32,41,46,13
2018,467,393,Traverse,0,.68383378,0,.43094864,0,.25288513,90.856094,283.63702,,10.816198,,.23465434,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,17,82,20,84.5,3,84.5,27,7,76,,30,,63.019501,63,63,0,37,41,47,12
2012,1216,934,Wabasha,0,.68091911,.067089073,.5957765,0,.018053589,122.26511,207.29518,,195.81616,,.6140359,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,29,56,18,44,68,44,43,65,27,,80,,87.495918,87,87,10,3,57,36,7
2013,1216,934,Wabasha,0,.72149068,.067089073,.63434207,0,.020059545,127.14149,183.1926,295.22714,34.362766,2.2736001,.084799565,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,28,57,15,70.5,65,70.5,60,66,57,79,72,74,87.921036,88,88,9,3,56,37,7
2014,1216,934,Wabasha,1.5779287e-22,.72715622,.067089073,.58677489,1.8151680e-23,.073292233,119.8711,184.06404,293.06885,14.1372,2.2681749,.079155527,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,34,60,20,64,54,65,59,63,52,84,50,81,80.694473,81,81,9,10,51,40,10
2015,1216,934,Wabasha,.054755829,.71226209,.066968851,.57200098,.038876478,.073292233,118.32243,187.31583,214.24825,14.167905,1.6288073,.20784141,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,32,59,15,38,52,42,38,61,53,66,51,72,80.307655,80,80,9,10,49,41,10
2016,1216,934,Wabasha,.077870391,.65242922,.067089073,.51693732,.049554057,.06840279,127.39902,213.33531,159.60014,23.737514,1.1519599,.1563718,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,35,59,14,41,57,40,46,59,50,30,56,21,79.232712,79,79,10,10,46,43,11
2017,1216,934,Wabasha,.092646487,.6444118,.067089073,.50403053,.049670465,.073292233,125.49811,220.09068,142.58751,28.091026,1.0650412,.11846215,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,28,59,9,51,61,49,51,66,27,26,48,17,78.215591,78,78,10,11,41,46,13
2018,1216,934,Wabasha,.097970165,.65721595,.067089073,.51683468,.05871135,.073292233,129.95041,220.40518,152.4614,14.466019,1.0863098,.20471549,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,23,55,8,40,53,38,36,64,59,30,55,29,78.640007,79,79,10,11,41,47,12
2012,3300,2408,Wadena,0,.4198063,.03196834,.32607245,0,.061765525,90.888504,349.96033,,38.560078,,.56888473,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,78,67,63,44,39,44,52,9,69,,28,,77.672119,78,78,8,15,57,36,7
2013,3300,2408,Wadena,.032550842,.48825827,.03196834,.37359127,.023144528,.082698666,93.522537,142.98996,129.45554,16.02726,1.1081318,.21462315,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,67,68,57,27,30,26,31,12,17,9,29,11,76.515091,77,77,7,17,56,37,7
2014,3300,2408,Wadena,.04100151,.58463383,.03196834,.41231179,.023144528,.14035372,91.296669,138.67012,138.90854,10.405155,1.2096285,.22942157,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,53,71,46,43,17,38,37,15,13,14,20,19,70.524788,71,71,5,24,51,40,10
2015,3300,2408,Wadena,.041904651,.56757516,.037940886,.38821697,.023779448,.14141729,92.218155,140.47354,136.0069,10.412481,1.1760075,.20815328,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,48,68,47,49,20,46,37,17,14,16,24,21,68.399216,68,68,7,25,49,41,10
2016,3300,2408,Wadena,.048890442,.54978913,.036685038,.36376643,.024622437,.14933766,103.99835,194.40161,142.0547,21.057711,1.0945045,.13772899,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,49,67,46,57,20,52,50,29,33,12,49,12,66.164719,66,66,7,27,46,43,11
2017,3300,2408,Wadena,.062422242,.47132593,.037230976,.29342842,.041270837,.14066654,89.095436,373.43613,187.63715,34.556927,1.597737,.096500322,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,64,67,55,55,27,57,57,15,68,52,55,69,62.255947,62,62,8,30,41,46,13
2018,3300,2408,Wadena,.062352754,.51331896,.074106932,.29896253,.039030943,.14024945,91.096336,161.94528,135.64516,10.410851,1.1035748,.18431304,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,48,52,52,53,23,57,38,8,12,17,25,35,58.241093,58,58,14,27,41,47,12
2012,3985,3033,Waseca,0,.68576509,.078372695,.59274817,0,.01464422,105.5652,138.06436,,23.443615,,.7835412,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,27,51,19,44,69,44,26,41,2,,16,,86.436035,86,86,11,2,57,36,7
2013,3985,3033,Waseca,1.7207159e-14,.63562316,.078372695,.54260629,1.1232438e-14,.01464422,109.28194,137.55127,201.08151,13.803317,1.790241,.13971396,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,41,51,28,50,68,51,46,42,16,39,14,55,85.366028,85,85,12,2,56,37,7
2014,3985,3033,Waseca,1.8985476e-14,.60064846,.078366227,.46812809,1.1652436e-14,.054154154,104.3201,145.10188,201.79231,10.965281,1.7935658,.076554582,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,48,56,37,61,63,62,61,43,17,47,23,64,77.937119,78,78,13,9,51,40,10
2015,3985,3033,Waseca,1.2682160e-15,.53454578,.078287005,.40210462,3.1665101e-16,.054154154,105.31824,143.60838,221.78775,10.714271,1.9371649,.020720268,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,57,52,44,70,63,70,68,45,17,71,26,82,75.22361,75,75,15,10,49,41,10
2016,3985,3033,Waseca,1.1436592e-15,.49045891,.068582721,.35227653,3.1563121e-16,.069599658,123.17917,187.68117,319.47153,5.2633495,2.2551205,-.11416486,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,65,58,48,79,56,79,78,53,27,78,1,76,71.825905,72,72,14,14,46,43,11
2017,3985,3033,Waseca,1.8193342e-15,.46116307,.078275971,.31834519,4.2164522e-16,.073172621,101.31358,146.40311,313.96188,5.4751196,2.6667902,-.088894084,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,69,53,48,80,62,80,77,34,2,79,1,79,67.762749,68,68,17,16,41,46,13
